"Nome ",ID,Группа,Дата Последней Котировки,Дата стоимости,Ед. Измерения,Категория,"Название RU ",Название RU [AI],Последний Поставщик,Последняя Котировка,Поставщик / Подрядчик,Поставщики,Создано,Стоимость,💯 Котировки поставщиков
TE MULTICAMADA 32X20X32,,,20/03/2025,"October 8, 2025 3:14 PM",un,,,TE MULTICAMADA 32X20X32,SOLIDSUL UNIPESSOAL,€55.00,SOLIDSUL UNIPESSOAL (https://www.notion.so/SOLIDSUL-UNIPESSOAL-d4e3e4c9a50d4a718077587bca965946?pvs=21),https://www.notion.so/d4e3e4c9a50d4a718077587bca965946,"October 8, 2025 3:13 PM",,"TE MULTICAMADA 32X20X32 — SOLIDSUL UNIPESSOAL — 55,00 €/Шт — 20.03.2025 (https://www.notion.so/TE-MULTICAMADA-32X20X32-SOLIDSUL-UNIPESSOAL-55-00-20-03-2025-3a9d70ae21e843408a0a2b5601796558?pvs=21)"
RVK/EXV0.6/1KV3G2.5PT,,,14/01/2025,"October 8, 2025 3:14 PM",m,,,RVK/EXV0.6/1KV3G2.5PT,SNOW - Pinturas e Comercio de Materiais,€5.56,SNOW - Pinturas e Comercio de Materiais (https://www.notion.so/SNOW-Pinturas-e-Comercio-de-Materiais-eeb378cdaa2242dabe2fe73ed77b2411?pvs=21),https://www.notion.so/eeb378cdaa2242dabe2fe73ed77b2411,"October 8, 2025 3:13 PM",,"RVK/EXV0.6/1KV3G2.5PT — SNOW - Pinturas e Comercio de Materiais — 5,56 €/М — 14.01.2025 (https://www.notion.so/RVK-EXV0-6-1KV3G2-5PT-SNOW-Pinturas-e-Comercio-de-Materiais-5-56-14-01-2025-9eb3f8ab400c47f19f0b64095ab333f7?pvs=21)"
"208×V×360-32 ND RV-K/EXV0.6/KV35L,5PT",,,14/01/2025,"October 8, 2025 3:14 PM",m,,,"208×V×360-32 ND RV-K/EXV0.6/KV35L,5PT",SNOW - Pinturas e Comercio de Materiais,€18.00,SNOW - Pinturas e Comercio de Materiais (https://www.notion.so/SNOW-Pinturas-e-Comercio-de-Materiais-eeb378cdaa2242dabe2fe73ed77b2411?pvs=21),https://www.notion.so/eeb378cdaa2242dabe2fe73ed77b2411,"October 8, 2025 3:13 PM",,"208×V×360-32 ND RV-K/EXV0.6/KV35L,5PT — SNOW - Pinturas e Comercio de Materiais — 18,00 €/М — 14.01.2025 (https://www.notion.so/208-V-360-32-ND-RV-K-EXV0-6-KV35L-5PT-SNOW-Pinturas-e-Comercio-de-Materiais-18-00-14-01--46c696eda68040ce999435defd49407b?pvs=21)"
AD PVC 110X40X50X15 ALT.,,,20/03/2025,"October 8, 2025 3:14 PM",un,,,AD ПВХ 110X40X50X15 ALT.,SOLIDSUL UNIPESSOAL,€15.00,SOLIDSUL UNIPESSOAL (https://www.notion.so/SOLIDSUL-UNIPESSOAL-d4e3e4c9a50d4a718077587bca965946?pvs=21),https://www.notion.so/d4e3e4c9a50d4a718077587bca965946,"October 8, 2025 3:13 PM",,"AD PVC 110X40X50X15 ALT. — SOLIDSUL UNIPESSOAL — 15,00 €/Шт — 20.03.2025 (https://www.notion.so/AD-PVC-110X40X50X15-ALT-SOLIDSUL-UNIPESSOAL-15-00-20-03-2025-4e3fa8012a5f4798aa10045f8046e96e?pvs=21)"
Espelho Claro 5mm Cortado Aresta Recta (1023×1250),,,13/02/2025,"October 8, 2025 3:14 PM",un,Стекло,,Зеркало ясное 5мм с прямыми краями (1023×1250),SULTEMPER - VIDROS E ESPELHOS,€178.73,SULTEMPER - VIDROS E ESPELHOS (https://www.notion.so/SULTEMPER-VIDROS-E-ESPELHOS-a91a6cecec2a47ca8ef98d555572a970?pvs=21),https://www.notion.so/a91a6cecec2a47ca8ef98d555572a970,"October 8, 2025 3:13 PM",,"Espelho Claro 5mm Cortado Aresta Recta (1023×1250) — SULTEMPER - VIDROS E ESPELHOS — 178,73 €/Шт — 13.02.2025 (https://www.notion.so/Espelho-Claro-5mm-Cortado-Aresta-Recta-1023-1250-SULTEMPER-VIDROS-E-ESPELHOS-178-73-1-5040ea6c649645569ac8ef41cec10d74?pvs=21)"
Espelho Claro 5mm Cortado Aresta Recta (2000×750),,,13/02/2025,"October 8, 2025 3:14 PM",un,Стекло,,Стекло ясное 5мм с прямыми кромками (2000×750),SULTEMPER - VIDROS E ESPELHOS,€178.73,SULTEMPER - VIDROS E ESPELHOS (https://www.notion.so/SULTEMPER-VIDROS-E-ESPELHOS-a91a6cecec2a47ca8ef98d555572a970?pvs=21),https://www.notion.so/a91a6cecec2a47ca8ef98d555572a970,"October 8, 2025 3:13 PM",,"Espelho Claro 5mm Cortado Aresta Recta (2000×750) — SULTEMPER - VIDROS E ESPELHOS — 178,73 €/Шт — 13.02.2025 (https://www.notion.so/Espelho-Claro-5mm-Cortado-Aresta-Recta-2000-750-SULTEMPER-VIDROS-E-ESPELHOS-178-73-13-a1fc02d5525f469e93ac11cee55f1e31?pvs=21)"
Tubo Anelado Dupla Parede 2mT,,,14/01/2025,"October 8, 2025 3:14 PM",m,Трубы и фитинги,,Труба анелированная двойная стенка 2мТ,SNOW - Pinturas e Comercio de Materiais,€0.32,SNOW - Pinturas e Comercio de Materiais (https://www.notion.so/SNOW-Pinturas-e-Comercio-de-Materiais-eeb378cdaa2242dabe2fe73ed77b2411?pvs=21),https://www.notion.so/eeb378cdaa2242dabe2fe73ed77b2411,"October 8, 2025 3:13 PM",,"Tubo Anelado Dupla Parede 2mT — SNOW - Pinturas e Comercio de Materiais — 0,32 €/М — 14.01.2025 (https://www.notion.so/Tubo-Anelado-Dupla-Parede-2mT-SNOW-Pinturas-e-Comercio-de-Materiais-0-32-14-01-2025-291561cd55e24297ae5ed3e29cff5211?pvs=21)"
RV-K/EXV0.6/1KV3G4PT,,,14/01/2025,"October 8, 2025 3:14 PM",m,,,RV-K/EXV0.6/1KV3G4PT,SNOW - Pinturas e Comercio de Materiais,€16.00,SNOW - Pinturas e Comercio de Materiais (https://www.notion.so/SNOW-Pinturas-e-Comercio-de-Materiais-eeb378cdaa2242dabe2fe73ed77b2411?pvs=21),https://www.notion.so/eeb378cdaa2242dabe2fe73ed77b2411,"October 8, 2025 3:13 PM",,"RV-K/EXV0.6/1KV3G4PT — SNOW - Pinturas e Comercio de Materiais — 16,00 €/М — 14.01.2025 (https://www.notion.so/RV-K-EXV0-6-1KV3G4PT-SNOW-Pinturas-e-Comercio-de-Materiais-16-00-14-01-2025-7f77936f5a7f4b648d55b548ee3f70ef?pvs=21)"
ABRACADEIRAS SERRILHA 100X,,,,"October 8, 2025 3:17 PM",un,Крепежные изделия,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
Uniao VD.32mm,,,,"October 8, 2025 3:17 PM",un,Трубы и фитинги,,,,,ZEMBE DIST - MATERIAL ELETRICO (https://www.notion.so/ZEMBE-DIST-MATERIAL-ELETRICO-57a38841fd4d4386a2281f181ee2b24d?pvs=21),,"October 8, 2025 3:17 PM",,
LIGADOR RAPIDO PATILHA 3X2,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
LIGADOR REUTILIZAVEL FIO 0.2 2X,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
"DISJUNTOR MT-1P-4,5KA-C",,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,ZEMBE DIST - MATERIAL ELETRICO (https://www.notion.so/ZEMBE-DIST-MATERIAL-ELETRICO-57a38841fd4d4386a2281f181ee2b24d?pvs=21),,"October 8, 2025 3:17 PM",,
INTERRUPTOR DIF.2P-30MA-AC-25A,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,ZEMBE DIST - MATERIAL ELETRICO (https://www.notion.so/ZEMBE-DIST-MATERIAL-ELETRICO-57a38841fd4d4386a2281f181ee2b24d?pvs=21),,"October 8, 2025 3:17 PM",,
LIGADOR REUTILIZAVEL FIO 0.2,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
KIT FIXACAO IC,,,,"October 8, 2025 3:17 PM",un,Крепежные изделия,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
ESTICADOR GALV M5X50MM,,,,"October 8, 2025 3:17 PM",un,Крепежные изделия,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
TOMADA 2P+T IP44 ASFORA BR,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
QUADRO TAPA-BORNES S6,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
PASSA-CABOS ZINC STHP,,,,"October 8, 2025 3:17 PM",un,Крепежные изделия,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
CALHA ADESIVA,,,20/01/2025,"October 8, 2025 3:17 PM",un,,,КЛЕЕВАЯ ЛЕНТА,Maxmat,€44.70,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),https://www.notion.so/d0772afb9d944cb39ba3aaa3dc003d6f,"October 8, 2025 3:17 PM",,"ARM LED TP65 WATERPRO 1XT8 — Maxmat — 44,70 €/Шт — 20.01.2025 (https://www.notion.so/ARM-LED-TP65-WATERPRO-1XT8-Maxmat-44-70-20-01-2025-7076473385714012ad064080161e4045?pvs=21)"
TOM. EXTERIOR SCHUKO 2P+T,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
CALHA ADESIVA 32/16MM 2.10,,,,"October 8, 2025 3:17 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
CABO ACO REV.-2/3MM GALV R,,,,"October 8, 2025 3:17 PM",un,Крепежные изделия,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
COLA MONTG T-REX POWER CLE,,,,"October 8, 2025 3:17 PM",un,Клеи и герметики,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:17 PM",,
Rolo Mini Espuma 11cm x2Un,,,30/01/2025,"October 8, 2025 3:19 PM",un,Инструменты,,Мини-ролл пена 11см х2шт,IBERTELAS,€1.88,IBERTELAS (https://www.notion.so/IBERTELAS-97a9c711e5e14edb9dd2ddabe38816fa?pvs=21),https://www.notion.so/97a9c711e5e14edb9dd2ddabe38816fa,"October 8, 2025 3:19 PM",,"Rolo Mini Espuma 11cm x2Un — IBERTELAS — 1,88 €/Шт — 30.01.2025 (https://www.notion.so/Rolo-Mini-Espuma-11cm-x2Un-IBERTELAS-1-88-30-01-2025-d6913c27c6814797bae19b6d988940fa?pvs=21)"
LADC 20X6R VERM,,,10/04/2025,"October 8, 2025 3:19 PM",un,Лакокрасочные материалы,,LADC 20X6R VERM,SOLIDSUL UNIPESSOAL,€60.80,SOLIDSUL UNIPESSOAL (https://www.notion.so/SOLIDSUL-UNIPESSOAL-d4e3e4c9a50d4a718077587bca965946?pvs=21),https://www.notion.so/d4e3e4c9a50d4a718077587bca965946,"October 8, 2025 3:19 PM",,"LADC 20X6R VERM — SOLIDSUL — 60,80 €/Шт — 10.04.2025 (https://www.notion.so/LADC-20X6R-VERM-SOLIDSUL-60-80-10-04-2025-35cecb4814b54ae0a18a97ea13926abc?pvs=21)"
COLA TANGI C/PINCEL 250G,,,10/04/2025,"October 8, 2025 3:19 PM",un,Клеи и герметики,,Клей COLA TANGI C/PINCEL 250Г,SOLIDSUL UNIPESSOAL,€7.43,SOLIDSUL UNIPESSOAL (https://www.notion.so/SOLIDSUL-UNIPESSOAL-d4e3e4c9a50d4a718077587bca965946?pvs=21),https://www.notion.so/d4e3e4c9a50d4a718077587bca965946,"October 8, 2025 3:19 PM",,"COLA TANGI C/PINCEL 250G — SOLIDSUL — 7,43 €/Шт — 10.04.2025 (https://www.notion.so/COLA-TANGI-C-PINCEL-250G-SOLIDSUL-7-43-10-04-2025-ec0d3222253748a4bde8c8460aacc153?pvs=21)"
AUMENTO EXT-PVC PN4 40X50,,,10/04/2025,"October 8, 2025 3:19 PM",un,Трубы и фитинги,,УВЕЛИЧЕНИЕ EXT-PVC PN4 40X50,SOLIDSUL UNIPESSOAL,€172.80,SOLIDSUL UNIPESSOAL (https://www.notion.so/SOLIDSUL-UNIPESSOAL-d4e3e4c9a50d4a718077587bca965946?pvs=21),https://www.notion.so/d4e3e4c9a50d4a718077587bca965946,"October 8, 2025 3:19 PM",,"AUMENTO EXT-PVC PN4 40X50 — SOLIDSUL — 172,80 €/Шт — 10.04.2025 (https://www.notion.so/AUMENTO-EXT-PVC-PN4-40X50-SOLIDSUL-172-80-10-04-2025-fbde846b5c564cc589151da145291a88?pvs=21)"
Rolo Mini Velour 11cm x2Un,,,30/01/2025,"October 8, 2025 3:19 PM",un,,,Роло Мини Велюр 11см х2шт,IBERTELAS,€3.82,IBERTELAS (https://www.notion.so/IBERTELAS-97a9c711e5e14edb9dd2ddabe38816fa?pvs=21),https://www.notion.so/97a9c711e5e14edb9dd2ddabe38816fa,"October 8, 2025 3:19 PM",,"Rolo Mini Velour 11cm x2Un — IBERTELAS — 3,82 €/Шт — 30.01.2025 (https://www.notion.so/Rolo-Mini-Velour-11cm-x2Un-IBERTELAS-3-82-30-01-2025-011363a4033e42eaa34724fb34c01694?pvs=21)"
TUBO MULTIC. 20X2.0 ISO,,,10/04/2025,"October 8, 2025 3:19 PM",un,Трубы и фитинги,,ТРУБА MULTIC. 20X2.0 ISO,SOLIDSUL UNIPESSOAL,€30.51,SOLIDSUL UNIPESSOAL (https://www.notion.so/SOLIDSUL-UNIPESSOAL-d4e3e4c9a50d4a718077587bca965946?pvs=21),https://www.notion.so/d4e3e4c9a50d4a718077587bca965946,"October 8, 2025 3:19 PM",,"TUBO MULTIC. 20X2.0 ISO — SOLIDSUL — 30,51 €/Шт — 10.04.2025 (https://www.notion.so/TUBO-MULTIC-20X2-0-ISO-SOLIDSUL-30-51-10-04-2025-5adf824102874627bfca5ae9b35b4801?pvs=21)"
FORQUILHA RED.PVC PN4 90X50,,,10/04/2025,"October 8, 2025 3:19 PM",un,фитинг,,ФОРКИЛЬЯ RED.PVC PN4 90X50,SOLIDSUL UNIPESSOAL,€55.00,SOLIDSUL UNIPESSOAL (https://www.notion.so/SOLIDSUL-UNIPESSOAL-d4e3e4c9a50d4a718077587bca965946?pvs=21),https://www.notion.so/d4e3e4c9a50d4a718077587bca965946,"October 8, 2025 3:19 PM",,"FORQUILHA RED.PVC PN4 90X50 — SOLIDSUL — 55,00 €/Шт — 10.04.2025 (https://www.notion.so/FORQUILHA-RED-PVC-PN4-90X50-SOLIDSUL-55-00-10-04-2025-f8a517103357496e8ae4ae9fe13f99ba?pvs=21)"
NOVAQUA HD BR TERRACota,,,27/01/2025,"October 8, 2025 3:19 PM",un,,,ТЕРРАКОТА NOVAQUA HD BR,CIN,€216.16,CIN (https://www.notion.so/CIN-cc8dcec2cdae47adb38282e1c3232b06?pvs=21),https://www.notion.so/cc8dcec2cdae47adb38282e1c3232b06,"October 8, 2025 3:19 PM",,"NOVAQUA HD — CIN — 216,16 €/Шт — 27.01.2025 (https://www.notion.so/NOVAQUA-HD-CIN-216-16-27-01-2025-20cb4c8de8db4ea7b066da258fd97d23?pvs=21)"
Morcemsec Prolet Exterior Cinza 25kg,,,10/04/2025,"October 8, 2025 3:19 PM",un,Строительные смеси,,Морцемсек Пролет Экстерьер Серый 25кг,IBERTELAS,€29.27,IBERTELAS (https://www.notion.so/IBERTELAS-97a9c711e5e14edb9dd2ddabe38816fa?pvs=21),https://www.notion.so/97a9c711e5e14edb9dd2ddabe38816fa,"October 8, 2025 3:19 PM",,"Morcemsec Prolet Exterior Cinza 25kg — IBERTELAS — 29,27 €/Шт — 10.04.2025 (https://www.notion.so/Morcemsec-Prolet-Exterior-Cinza-25kg-IBERTELAS-29-27-10-04-2025-1721ce4783ca4ffab594b66251e2c4a1?pvs=21)"
Rolo Mini Foado 11cm x2Un,,,30/01/2025,"October 8, 2025 3:19 PM",un,,,Роло Мини Фоадо 11см x2Ун,IBERTELAS,€2.05,IBERTELAS (https://www.notion.so/IBERTELAS-97a9c711e5e14edb9dd2ddabe38816fa?pvs=21),https://www.notion.so/97a9c711e5e14edb9dd2ddabe38816fa,"October 8, 2025 3:19 PM",,"Rolo Mini Foado 11cm x2Un — IBERTELAS — 2,05 €/Шт — 30.01.2025 (https://www.notion.so/Rolo-Mini-Foado-11cm-x2Un-IBERTELAS-2-05-30-01-2025-ebecc4aaf56e4938bc6c17e4d22dc439?pvs=21)"
TUBO ANELADO C/GUIA 20MM,,,,"October 8, 2025 3:22 PM",un,Трубы и дренаж,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
ESQUADRO 40X40MM,,,,"October 8, 2025 3:22 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
Pf. Cab Plana Yx 4x30mm,,,,"October 8, 2025 3:22 PM",un,Крепежные изделия,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
ESPONJA 170X120X50MM,,,,"October 8, 2025 3:22 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
ESQUADRIA,,,,"October 8, 2025 3:22 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
JOELHO FEMEA 20,,,,"October 8, 2025 3:22 PM",un,Трубы и фитинги,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
CX APARELHAGEM FUNDA,,,,"October 8, 2025 3:22 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
CHAVES DE PARAFUSOS 2UN,,,,"October 8, 2025 3:22 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
CAIXA APARELHAGEM APLIQUE,,,,"October 8, 2025 3:22 PM",un,Инструменты,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
BUCHA MAXHAT NYLON,,,,"October 8, 2025 3:22 PM",un,Крепежные изделия,,,,,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),,"October 8, 2025 3:22 PM",,
INTERRUPTOR EXMAN,,,05/03/2025,"October 8, 2025 3:48 PM",un,,,INTERRUPTOR EXMAN,Leroy Merlin,€10.86,Leroy Merlin (https://www.notion.so/Leroy-Merlin-83a0ff2397a6405692991c2b05e375d8?pvs=21),https://www.notion.so/83a0ff2397a6405692991c2b05e375d8,"October 8, 2025 3:47 PM",,"INTERRUPTOR EXMAN — Leroy Merlin — 10,86 €/Шт — 05.03.2025 (https://www.notion.so/INTERRUPTOR-EXMAN-Leroy-Merlin-10-86-05-03-2025-64cc5bbb42e5498c932a7df4ee304243?pvs=21)"
PERFIL H 10MM P,,,19/02/2025,"October 8, 2025 3:48 PM",un,Металлические профили,,ПРОФИЛЬ H 10ММ П,Maxmat,€12.90,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),"https://www.notion.so/d0772afb9d944cb39ba3aaa3dc003d6f,https://www.notion.so/d0772afb9d944cb39ba3aaa3dc003d6f","October 8, 2025 3:47 PM",,"PERFIL H 10MM P — Maxmat — 12,90 €/Шт — 19.02.2025 (https://www.notion.so/PERFIL-H-10MM-P-Maxmat-12-90-19-02-2025-7bc1ebc373a5451a88e4c26e227ae7f4?pvs=21), PERFIL H 10MM P — Maxmat — 12,90 €/Шт — 23.01.2025 (https://www.notion.so/PERFIL-H-10MM-P-Maxmat-12-90-23-01-2025-89aac7d5830b4da2a530cce94b7dbaf1?pvs=21)"
NOVAQUA HD (cor 2),,,29/01/2025,"October 8, 2025 3:48 PM",un,Краски для пола,,NOVAQUA HD (cor 2),CIN,€24.86,CIN (https://www.notion.so/CIN-cc8dcec2cdae47adb38282e1c3232b06?pvs=21),https://www.notion.so/cc8dcec2cdae47adb38282e1c3232b06,"October 8, 2025 3:47 PM",,"NOVAQUA HD (cor 2) — CIN — 24,86 €/Шт — 29.01.2025 (https://www.notion.so/NOVAQUA-HD-cor-2-CIN-24-86-29-01-2025-e00e8767883e481ab51a454411cb7c32?pvs=21)"
POLICARB ALVEULAR CRISTAL,,,23/01/2025,"October 8, 2025 3:48 PM",un,Стекло,,ПОЛИКАРБОНАТ АЛЬВЕОЛЯРНЫЙ КРИСТАЛ,Maxmat,€56.39,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),https://www.notion.so/d0772afb9d944cb39ba3aaa3dc003d6f,"October 8, 2025 3:47 PM",,"POLICARB ALVEULAR CRISTAL — Maxmat — 56,39 €/Шт — 23.01.2025 (https://www.notion.so/POLICARB-ALVEULAR-CRISTAL-Maxmat-56-39-23-01-2025-dbfcd896c2ba44f2a86961538bf15603?pvs=21)"
POL.CRISTAL 10MM,,,19/02/2025,"October 8, 2025 3:48 PM",un,,,POL.CRISTAL 10ММ,Maxmat,€37.59,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),https://www.notion.so/d0772afb9d944cb39ba3aaa3dc003d6f,"October 8, 2025 3:47 PM",,"POL.CRISTAL 10MM — Maxmat — 37,59 €/Шт — 19.02.2025 (https://www.notion.so/POL-CRISTAL-10MM-Maxmat-37-59-19-02-2025-f9ad555a56b442628b8b5131fc2c7404?pvs=21)"
CHUV. PARIS 3 FUNCOES CR,,,23/01/2025,"October 8, 2025 3:48 PM",un,сантехника,,CHUV. ПАРИЖ 3 ФУНКЦИИ CR,Maxmat,€6.99,Maxmat (https://www.notion.so/Maxmat-d0772afb9d944cb39ba3aaa3dc003d6f?pvs=21),https://www.notion.so/d0772afb9d944cb39ba3aaa3dc003d6f,"October 8, 2025 3:47 PM",,"CHUV. PARIS 3 FUNCOES CR — Maxmat — 6,99 €/Шт — 23.01.2025 (https://www.notion.so/CHUV-PARIS-3-FUNCOES-CR-Maxmat-6-99-23-01-2025-93910fd7e85c49ccb04df1334962acd4?pvs=21)"
Massa Pronta,,,24/03/2025,"October 8, 2025 3:48 PM",un,Строительные смеси,,Масса Пронта,IBERTELAS,€91.26,IBERTELAS (https://www.notion.so/IBERTELAS-97a9c711e5e14edb9dd2ddabe38816fa?pvs=21),https://www.notion.so/97a9c711e5e14edb9dd2ddabe38816fa,"October 8, 2025 3:47 PM",,"Massa Pronta — IBERTELAS — 91,26 €/Шт — 24.03.2025 (https://www.notion.so/Massa-Pronta-IBERTELAS-91-26-24-03-2025-701ba43529f14953a2b10fff6dddc124?pvs=21)"
Tubo multicamada 20 x 2.0 mm,,,10/04/2025,"October 8, 2025 3:48 PM",m,Трубы и фитинги,,Tруба многослойная 20 x 2.0 мм,Nicolau & Rosa,€1.26,Nicolau & Rosa (https://www.notion.so/Nicolau-Rosa-3a8013e5e4e44b979be4bb21066206e1?pvs=21),https://www.notion.so/3a8013e5e4e44b979be4bb21066206e1,"October 8, 2025 3:47 PM",,"Tubo multicamada 20 x 2.0 mm — Nicolau & Rosa — 1,26 €/М — 10.04.2025 (https://www.notion.so/Tubo-multicamada-20-x-2-0-mm-Nicolau-Rosa-1-26-10-04-2025-0cce4f8a8f2e426db6dfaf45f1b5cf4b?pvs=21)"
Rolo Marcacao,,,28/02/2025,"October 8, 2025 3:48 PM",un,Инструменты,,Rolo Marcacao → Рулон маркировки,IBERTELAS,€20.50,IBERTELAS (https://www.notion.so/IBERTELAS-97a9c711e5e14edb9dd2ddabe38816fa?pvs=21),https://www.notion.so/97a9c711e5e14edb9dd2ddabe38816fa,"October 8, 2025 3:47 PM",,"Rolo Marcacao — IBERTELAS — 20,50 €/Шт — 28.02.2025 (https://www.notion.so/Rolo-Marcacao-IBERTELAS-20-50-28-02-2025-3581dfbdb797474f9c1ac1738574251e?pvs=21)"
ALICATE DESC AUTO 200MM DEXTER,,,05/03/2025,"October 8, 2025 3:48 PM",un,Инструменты,,АЛИКАМ ДЕСО АВТО 200ММ DEXTER,Leroy Merlin,€12.99,Leroy Merlin (https://www.notion.so/Leroy-Merlin-83a0ff2397a6405692991c2b05e375d8?pvs=21),https://www.notion.so/83a0ff2397a6405692991c2b05e375d8,"October 8, 2025 3:47 PM",,"ALICATE DESC AUTO 200MM DEXTER — Leroy Merlin — 12,99 €/Шт — 05.03.2025 (https://www.notion.so/ALICATE-DESC-AUTO-200MM-DEXTER-Leroy-Merlin-12-99-05-03-2025-139262b4963e4c8c8a090294090b6f4c?pvs=21)"
NOVAQUA HD (cor 1),,,29/01/2025,"October 8, 2025 3:48 PM",un,Краски,,NOVAQUA HD (cor 1),CIN,€37.23,CIN (https://www.notion.so/CIN-cc8dcec2cdae47adb38282e1c3232b06?pvs=21),https://www.notion.so/cc8dcec2cdae47adb38282e1c3232b06,"October 8, 2025 3:47 PM",,"NOVAQUA HD (cor 1) — CIN — 37,23 €/Шт — 29.01.2025 (https://www.notion.so/NOVAQUA-HD-cor-1-CIN-37-23-29-01-2025-1b488daa11614826a91f62c3e9629aad?pvs=21)"
